,feature,importance,
931,Protein Phosphatase Inhibitor Homolog,0.00112426,
1061,PROTEIN PHOSPHATASE PP2A; 65 KD REGULATORY SUBUNIT; ALPHA ISOFORM,0,
3287,Protein phosphatase-1 inhibitor mRNA,0,
6331,Protein phosphatase-2A catalytic subunit-alpha gene extracted from Human protein phosphatase 2A catalytic subunit-alpha gene,0,
4114,PROTEIN PHPS1-2,0,
1422,PROTEIN TRANSPORT PROTEIN SEC61 BETA SUBUNIT,0,
2602,Protein tyrosine kinase mRNA,0,
3214,Protein tyrosine kinase PYK2 mRNA,0.001016043,
1206,Protein tyrosine kinase related mRNA sequence,0.006868132,
3647,Protein tyrosine kinase t-Ror1 (Ror1) mRNA,0,
2948,Protein tyrosine kinase t-Ror1 (Ror1) mRNA,0,
2416,Protein tyrosine kinase t-Ror1 (Ror1) mRNA,0,
5160,Protein tyrosine phosphatase,0,
1429,Protein tyrosine phosphatase (CIP2)mRNA,0,
1660,Protein tyrosine phosphatase mRNA,0,
2820,Protein tyrosine phosphatase mRNA,0,
3282,Protein tyrosine phosphatase PTPCAAX1 (hPTPCAAX1) mRNA,0,
2793,Protein tyrosine phosphatase PTPCAAX2 (hPTPCAAX2) mRNA,0,
6542,Protein tyrosine phosphatase PTPsigma (PTPsigma) mRNA,0,
6990,Protein tyrosine phosphatase sigma mRNA,0,
3075,Proteinase-activated receptor-2 mRNA,0,
2020,PROTEIN-GLUTAMINE GAMMA-GLUTAMYLTRANSFERASE,0,
6953,Protein-tyrosine phosphatase,0,
5662,Protein-tyrosine phosphatase,0,
5621,Protein-tyrosine phosphatase HPTPeta,0,
2971,Protein-tyrosine phosphatase mRNA,0,
4819,Protein-tyrosine-phosphatase (tissue type: foreskin),0,
4820,Protein-tyrosine-phosphatase (tissue type: testis),0,
4628,Protein-tyrosine-phosphatase D1,0,
1759,PROTHROMBIN PRECURSOR,0,
1285,Protocadherin 42 mRNA for abbreviated PC42,0,
1284,Protocadherin 42 mRNA; 3' end of cds for alternative splicing PC42-8,0,
1287,Protocadherin 43 mRNA for abbreviated PC43,0,
1286,Protocadherin 43 mRNA; 3' end of cds for alternative splicing PC43-12,0,
769,Proton-ATPase-like protein,0,
6284,Proto-oncogene BCL3 gene,0.007275986,
5846,Proto-Oncogene C-Myc; Alt. Splice 3; Orf 114,0,
4121,PROTO-ONCOGENE DBL PRECURSOR,0,
5746,Proto-Oncogene Ets-1; Alt. Splice 2,0,
5719,Proto-Oncogene Met; Alt. Splice Form 2,0,
870,Proto-Oncogene N-Cym,0,
5735,Proto-Oncogene Sno; Alt. Splice N,0,
5711,Proto-Oncogene Trk,0,
3391,Proto-oncogene Wnt7a mRNA,0,
5632,Protoporphyrinogen oxidase,0,
5535,PrP gene; exon 2,0,
4732,PRPL-2 protein,0,
5543,PRPS1 Phosphoribosyl pyrophosphate synthetase 1,0,
5239,PRPS1 Phosphoribosyl pyrophosphate synthetase subunit I,0,
4945,PRPS2 Phosphoribosyl pyrophosphate synthetase 2,0,
3439,PRSM1 Metallopeptidase 1 (33 kD),0,
7065,PRSS1 Protease; serine; 1 (trypsin 1),0,
7092,PRSS3 Protease; serine; 3 (trypsin 3),0,
2724,PRSS7 Protease; serine; 7 (enterokinase),0,
4278,PRTN3 Proteinase 3 (serine proteinase; neutrophil; Wegener granulomatosis autoantigen),0,
5955,PSAP Sulfated glycoprotein 1,0,
3231,PSE-binding factor PTF delta subunit mRNA,0,
3230,PSE-binding factor PTF gamma subunit mRNA,0,
3166,PSEN1 Presenilin 1 (Alzheimer disease 3),0,
1626,PSEN2 Presenilin 2 (Alzheimer disease 4),0,
2629,PSG11 gene (pregnancy-specific beta-1-glycoprotein 11 C-A domain) extracted from Human pregnancy-specific beta-1-glycoprotein alternatively spliced C-R; C-S; C-B; and C-A domains (PSG11) gene; partial cds,0,
4307,PSG11 Pregnancy-specific beta-1 glycoprotein 11,0,
6803,PSG11 Pregnancy-specific beta-1 glycoprotein 11,0,
5340,PSG11 Pregnancy-specific beta-1 glycoprotein 11,0,
5397,PSG13 Pregnancy-specific beta-1 glycoprotein 13,0,
4197,PSG6 Pregnancy-specific beta-1 glycoprotein 6,0,
7070,PSG7 Pregnancy-specific beta 1-glycoprotein 7,0,
2864,PSG7 Pregnancy-specific beta 1-glycoprotein 7,0,
2165,PSMA2 Proteasome component C2,0,
167,PSMA3 Proteasome component C3,0,
168,PSMA5 Proteasome component C5,0,
4841,PSMB5 Proteasome (prosome; macropain) subunit; beta type; 5,0,
338,PSMB6 Proteasome (prosome; macropain) subunit; beta type; 6,0,
171,PTAFR Platelet activating factor receptor,0,
4198,PTB Ribosomal protein L26,0,
663,PTB Ribosomal protein L26,0,
6668,PTB-ASSOCIATED SPLICING FACTOR,0,
3203,PTCH Patched (Drosophila) homolog,0,
1448,PTGER2 Prostaglandin E receptor 2 (subtype EP2); 53kD,0,
7124,PTGER3 Prostaglandin E receptor 3 (subtype EP3) {alternative products},0,
5629,PTGER3 Prostaglandin E receptor 3 (subtype EP3) {alternative products},0,
5680,PTGER3 Prostaglandin E receptor 3 (subtype EP3) {alternative products},0,
386,PTGIR Prostaglandin I2 (prostacyclin) receptor (IP),0,
2069,PTGS1 Prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase),0,
5597,PTGS2 Prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),0,
1051,PTH Parathyroid hormone,0,
2944,PTH2 parathyroid hormone receptor mRNA,0,
5968,PTHLH gene (parathyroid hormone-like protein A) extracted from Human parathyroid hormone-like protein (PLP) gene,0,
1842,PTHLH gene (parathyroid hormone-like protein A) extracted from Human parathyroid hormone-like protein (PLP) gene,0,
6532,PTK7 Protein-tyrosine kinase 7,0,
6180,PTMA gene extracted from Human prothymosin alpha mRNA,0,
6183,PTMA Prothymosin alpha,0.007834758,
1844,PTMS Parathymosin,0,
2037,PTN Pleiotrophin (heparin binding growth factor 8; neurite growth-promoting factor 1),0,
5338,PTPN1 Tyrosine phosphatase 1,0,
2370,PTPN12 Protein tyrosine phosphatase; non-receptor type 12,0,
1857,PTPN2 Protein tyrosine phosphatase; non-receptor type 2,0,
2153,PTPN3 Protein tyrosine phosphatase; non-receptor type 3,0,
4370,PTPN6 Protein tyrosine phosphatase; non-receptor type 6,0,
5553,PTPN7 Protein tyrosine phosphatase; non-receptor type 7,0,
2280,PTPN9 Protein tyrosine phosphatase; non-receptor type 9,0,
1979,PTPRA Protein tyrosine phosphatase; receptor type; alpha polypeptide,0,
4256,PTPRB Protein tyrosine phosphatase; receptor type; beta polypeptide,0,
4927,PTPRC Protein tyrosine phosphatase; receptor type; c polypeptide,0,
1545,PTPRD Protein tyrosine phosphatase; receptor type; delta polypeptide,0,
4943,PTPRF Protein tyrosine phosphatase; receptor type; f polypeptide,0,
3248,PTPRG Protein tyrosine phosphatase; receptor type; gamma polypeptide,0,
250,PTPRH Protein tyrosine phosphatase,0,
4314,PTPRM Protein tyrosine phosphatase; receptor type; mu polypeptide,0,
2371,PTPRZ Protein tyrosine phosphatase; receptor-type; zeta polypeptide,0,
269,PTS 6-pyruvoyltetrahydropterin synthase,0,
1925,PTX3 Pentaxin-related gene; rapidly induced by IL-1 beta,0,
6853,PULMONARY SURFACTANT-ASSOCIATED PROTEIN A PRECURSOR,0,
6169,PULMONARY SURFACTANT-ASSOCIATED PROTEIN A PRECURSOR,0,
1847,PULMONARY SURFACTANT-ASSOCIATED PROTEIN B PRECURSOR,0,
6867,Pulmonary surfactant-associated protein SP-A (SFTP1) gene,0,
2402,Pur (pur-alpha) mRNA,0,
4794,Pur alpha extended 3'untranslated region,0,
3579,Purinergic receptor P2Y9 mRNA,0,
6645,Put. B7;3 molecule of CD80-CD60 protein family,0,
4133,Put. HMG-17 protein gene extracted from Human HMG-17 gene for non-histone chromosomal protein HMG-17,0,
4282,Put. ORF gene extracted from H.sapiens Mahlavu hepatocellular carcinoma hhc(M) DNA,0,
230,PUTATIVE 60S RIBOSOMAL PROTEIN,0,
3684,Putative ATP/GTP-binding protein (HEAB) mRNA,0,
3263,Putative calcium influx channel (htrp3) mRNA,0,
3301,Putative cerebral cortex transcriptional regulator T-Brain-1 (Tbr-1) mRNA,0,
4696,Putative chloride channel,0,
3856,Putative copper uptake protein (hCTR2) mRNA,0,
3503,Putative cyclin G1 interacting protein mRNA; partial sequence,0,
3303,Putative DNA-binding protein mRNA; partial cds,0,
3893,Putative endothelin receptor type B-like protein mRNA,0,
3506,Putative enterocyte differentiation promoting factor mRNA; partial cds,0,
3479,Putative envelope protein; orf similar to env of Type A and Type B retroviruses and to class II HERVs gene extracted from Human endogenous retrovirus HERV-K(HML6) proviral clone HML6.17 putative polymerase and envelope genes; partial cds; and 3'LTR,0,
3478,Putative envelope protein; orf similar to env of Type A and Type B retroviruses and to class II HERVs gene extracted from Human endogenous retrovirus HERV-K(HML6) proviral clone HML6.17 putative polymerase and envelope genes; partial cds; and 3'LTR,0,
3532,Putative FAP protein mRNA; partial cds,0,
6521,Putative G protein-coupled receptor (AZ3B) mRNA,0,
362,PUTATIVE GLUCOSAMINE-6-PHOSPHATE ISOMERASE,0,
3894,Putative G-protein (GP-1) mRNA,0,
3065,Putative G-protein-coupled receptor (GPR17) gene,0,
4465,PUTATIVE HIV-1 INDUCED PROTEIN HIN-1,0,
3105,Putative holocytochrome c-type synthetase mRNA,0,
5777,Putative IL-16 protein precursor; mRNA,0,
1344,Putative M phase phosphoprotein 1 (MPP1) mRNA; partial cds,0,
3692,Putative M phase phosphoprotein 2 (MPP2) mRNA,0,
3264,Putative mono-ADP-ribosyltransferase (htMART) mRNA,0,
4766,Putative MT4-MMP protein,0,
220,PUTATIVE MUCIN CORE PROTEIN PRECURSOR 24,0,
3919,Putative OSP like protein mRNA; partial cds,0,
3453,Putative outer mitochondrial membrane 34 kDa translocase hTOM34 mRNA,0,
3477,Putative polymerase; orf similar to the integrase domain of Type A and Type B retroviruses and to class II HERVs gene extracted from Human endogenous retrovirus HERV-K(HML6) proviral clone HML6.17 putative polymerase and envelope genes; partial cds; and 3'LTR,0,
2627,Putative potassium channel subunit (h-erg) mRNA,0,
5039,Putative progesterone binding protein,0,
3337,Putative protein kinase C inhibitor (PKCI-1) mRNA,0,
4217,PUTATIVE RECEPTOR PROTEIN,0,
7081,Putative RNA binding protein (DAZH) mRNA,0,
3346,Putative RNA binding protein (RBP56) mRNA,0,
4004,Putative RNA binding protein KOC (koc) mRNA,0,
2989,Putative RNA binding protein RNPL mRNA,0,
4996,Putative serine/threonine protein kinase,0,
3417,Putative serine/threonine protein kinase PRK (prk) mRNA,0,
2244,PUTATIVE SERINE/THREONINE-PROTEIN KINASE P78,0,
3610,Putative splice factor transformer2-beta mRNA,0,
3187,Putative T1/ST2 receptor binding protein precursor mRNA,0,
2288,PUTATIVE TACHYKININ RECEPTOR,0,
2927,Putative transmembrane protein (nma) mRNA,0,
3208,Putative transmembrane receptor (frizzled 5) mRNA,0,
3217,Putative transmembrane receptor IL-1Rrp mRNA,0,
2667,Putative tRNA synthetase-like protein mRNA,0,
2932,Putative tumor suppressor (LUCA15) mRNA,0,
2845,Putative tumor suppressor (SNC6) mRNA,0,
3233,Putative ubiquitin C-terminal hydrolase (UHX1) mRNA,0,
3174,Putative voltage-gated potassium channel (KVLQT1) mRNA; partial cds,0,
3699,Putative zinc transporter ZnT-3 (ZnT-3) mRNA,0,
3407,PWP2H protein mRNA,0,
6371,PXMP1 Peroxisomal membrane protein 1 (70kD; Zellweger syndrome),0,
6370,PXMP1 Peroxisomal membrane protein 1 (70kD; Zellweger syndrome),0,
2312,PXMP3 Peroxisomal membrane protein 3 (35kD; Zellweger syndrome),0,
5152,PXR1 Peroxisome receptor 1,0,
2238,PYCR1 Pyrroline-5-carboxylate reductase 1,0,
4824,PYCS Pyrroline-5-carboxylate synthetase (glutamate gamma-semialdehyde synthetase),0,
5726,PYGB Glycogen phosphorylase B (brain form),0,
1724,PYGL Glycogen phosphorylase L (liver form),0,
3916,Pyridoxal kinase mRNA,0,
2938,Pyrroline-5-carboxylate dehydrogenase (P5CDh) mRNA; long form,0,
1616,Pyruvate dehydrogenase kinase isoenzyme 2 (PDK2) mRNA,0,
1617,Pyruvate dehydrogenase kinase isoenzyme 3 (PDK3) mRNA,0,
4262,PZP Pregnancy-zone protein,0,
1751,QDPR Dihydropteridine reductase,0,
1614,Quiescin (Q6) mRNA; partial cds,0,
4557,Rab 13,0,
4624,Rab GDI alpha,0,
219,Rab GDI mRNA,0,
4964,Rab geranylgeranyl transferase; alpha-subunit,0,
6259,RAB2 RAB2; member RAS oncogene family,0,
7001,RAB2 RAB2; member RAS oncogene family,0,
4827,Rab28 mRNA,0,
4267,RAB5B RAB5B; member RAS oncogene family,0,
1885,RAB6 RAB6; member RAS oncogene family,0,
4816,RAB7 protein,0,
5234,Rab9 effector p40,0,
6900,Rab9 expressed pseudogene mRNA,0,
4786,RABAPTIN-5 protein,0,
4973,RABAPTIN-5 protein,0,
4972,RABAPTIN-5 protein,0,
2155,RAC2 Ras-related C3 botulinum toxin substrate 2,0,
3097,RACH1 (RACH1) mRNA,0,
1417,Rad mRNA,0,
971,Rad2,0,
5525,RAD23A gene (human RAD23A homolog) extracted from Homo sapiens DNA from chromosome 19p13.2 cosmids R31240; R30272 and R28549 containing the EKLF; GCDH; CRTC; and RAD23A genes; genomic sequence,0,
3523,Rad50 (Rad50) mRNA,0,
6482,RAD52 RAD52 (S. cerevisiae) homolog,0,
6107,RAD52 RAD52 (S. cerevisiae) homolog,0,
4045,RAF1 V-raf-1 murine leukemia viral oncogene homolog 1,0,
5414,RagA protein,0,
3909,RAGE gene (receptor for advanced glycosylation end products) extracted from Human HLA class III region containing NOTCH4 gene; partial sequence; homeobox PBX2 (HPBX) gene; receptor for advanced glycosylation end products (RAGE) gene; and 6 unidentified cds; complete sequence,0,
2787,Ral guanine nucleotide dissociation stimulator mRNA; partial cds,0,
1985,RALB V-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein),0,
3613,RalGDS-like 2 (RGL2) mRNA; partial cds,0,
385,RANBP1 RAN binding protein 1,0,
419,RanBP2 (Ran-binding protein 2),0,
298,Randomly sequenced mRNA,0,
297,Randomly sequenced mRNA,0,
1830,RAP1A RAP1A; member of RAS oncogene family,0,
2159,RAP1GA1 RAP1; GTPase activating protein 1,0,
2639,Rar protein mRNA,0,
5342,RARG Retinoic acid receptor; gamma 1,0.008080808,
6056,RARG Retinoic acid receptor; gamma 1,0,
2970,RAR-responsive (TIG1) mRNA,0,
2526,RARS Arginyl-tRNA synthetase,0,
4810,Rat HREV107-like protein,0,
1603,RB1 Retinoblastoma 1 (including osteosarcoma),0.001405734,
7126,RB1 Retinoblastoma 1 (including osteosarcoma),0,
6415,RBBP1 Retinoblastoma-binding protein 1{alternative products},0,
5368,RBBP1 Retinoblastoma-binding protein 1{alternative products},0,
1330,RBL1 Retinoblastoma-like 1 (p107),0,
3364,RbP gene (renin-binding protein) extracted from Human Xq28 genomic DNA in the region of the L1CAM locus containing the genes for neural cell adhesion molecule L1 (L1CAM); arginine-vasopressin receptor (AVPR2); C1 p115 (C1); ARD1 N-acetyltransferase related protein (TE2); renin-binding protein (RbP); host cell factor 1 (HCF1); and interleukin-1 receptor-associated kinase (IRAK) genes; and Xq28lu2 gene,0,
1677,RBP1 Cellular retinol-binding protein,0,
2454,RBP2,0,
630,RBP-MS/type 1,0,
4718,RBQ-1 mRNA,0,
4719,RBQ-3 mRNA,0,
2987,RCH1 RAG (recombination activating gene) cohort 1,0,
6411,RCV1 Recoverin,0,
4908,RD from  H.sapiens RD gene (5' partial) and G11a gene (5' partial)./ntype=DNA /annot=exon,0,
7003,RD Radin blood group,0,
6022,RD Radin blood group,0,
3917,RDH1 Retinol dehydrogenase 1 (11-cis),0,
2117,RDS Retinal degeneration slow,0,
1185,RDX Radixin,0,
1229,RECA Replication protein A (E coli RecA homolog; RAD51 homolog),0,
221,RECA Replication protein A (E coli RecA homolog; RAD51 homolog),0,
2618,Recepin mRNA,0,
2613,Receptor 4-1BB ligand mRNA,0,
6058,Receptor protein 4-1BB mRNA,0,
4542,Receptor protein tyrosine kinase,0,
4866,Receptor protein tyrosine phosphatase hPTP-J precursor; mRNA,0,
1511,Receptor protein-tyrosine kinase (HEK11) mRNA,0,
1607,Receptor protein-tyrosine kinase (HEK5) mRNA; 3' end,0,
6964,Receptor protein-tyrosine kinase (HEK7) mRNA; 3' end,0,
1512,Receptor protein-tyrosine kinase (HEK8) mRNA,0,
5776,Receptor tyrosine kinase DDR gene,0,
6986,Receptor tyrosine kinase ligand LERK-3 (EPLG3) mRNA,0,
1901,Recombination activating protein (RAG-1) gene,0,
5623,RECQL RecQ protein-like (DNA helicase Q1-like),0,
4594,Red cell anion exchanger (EPB3; AE1; Band 3) 3' non-coding region,0,
7016,RED-SENSITIVE OPSIN,0.003653846,
3797,Reelin (RELN) mRNA,0,
6834,REG1A Regenerating islet-derived 1 alpha (pancreatic stone protein; pancreatic thread protein),0,
6837,Regenerating protein I beta,0,
506,Reg-related sequence derived peptide-1,0,
3046,Regulator of G-protein signaling similarity (RGS7) mRNA; partial cds,0,
1308,REGULATOR OF G-PROTEIN SIGNALLING 2,0,
4548,REL V-rel avian reticuloendotheliosis viral oncogene homolog,0,
3249,Renal cell carcinoma antigen RAGE-4 mRNA; complete putative cds,0,
334,Renal Na+-dependent phosphate cotransporter,0,
6016,RENIN PRECURSOR; RENAL,0,
5405,Repressor transcriptional factor (ZNF85) mRNA,0,
3978,Requiem homolog (hsReq) mRNA,0,
130,RET ligand 2 (RETL2) mRNA,0,
5892,RET Ret proto-oncogene (multiple endocrine neoplasia MEN2A; MEN2B and medullary thyroid carcinoma 1; Hirschsprung disease),0,
876,Ret Transforming Gene,0,
421,Reticulocalbin,0,
3176,Retinal protein (HRG4) mRNA,0,
756,Retina-specific amine oxidase,0,
3430,Retinitis pigmentosa GTPase regulator (RPGR) mRNA,0,
964,Retinoblastoma 1,0,
4534,RETINOBLASTOMA BINDING PROTEIN P48,0,
5755,Retinoblastoma Protein; Mutated,0,
4519,Retinoblastoma-binding protein (RbAp46) mRNA,0,
3080,Retinoic acid- and interferon-inducible 58K protein RI58 mRNA,0,
4932,RETINOIC ACID RECEPTOR BETA-2,0,
6679,RETINOIC ACID RECEPTOR RXR-BETA,0,
6379,RETINOIC ACID RECEPTOR RXR-BETA,0,
5470,RETINOIC ACID RECEPTOR RXR-BETA,0,
962,Retinoic Acid Receptor; Beta; Isoform 1,0,
839,Retinoic Acid Receptor; Gamma 2,0,
6977,Retinoic acid receptor-beta associated open reading frame; complete sequence,0,
2164,Retinoic acid-inducible endogenous retroviral DNA,0,
3323,Retinoic acid-responsive protein (NN8-4AG) mRNA,0,
6528,Retinoid X receptor beta (RXRbeta) gene; partial 3' transcript; and collagen alpha2(XI) (COL11A2) gene,0,
3133,Retinoid X receptor-gamma mRNA,0,
3404,Rev interacting protein Rip-1 mRNA,0,
1334,RFC1 Replication factor C (activator 1) 1 (145kD),0.001960317,
2317,RFC2 Replication factor C (activator 1) 2; 40kD subunit,0,
1232,RFC3 Replication factor C (activator 1) 3 (38kD),0,
2318,RFC4 Replication factor C; 37-kD subunit,0,
4569,RFX3 Regulatory factor (trans-acting) 3,0,
5040,RFXAP mRNA,0,
2974,RGP3 mRNA,0,
2976,RGP4 mRNA,0,
2447,RGS1 Regulator of G-protein signalling 1,0,
4380,RHD Rhesus blood group; D antigen,0,
5898,Rhesus (Rh) Blood Group System Ce-Antigen; Alt. Splice 2; Rhvi,0.016782206,
5899,Rhesus (Rh) Blood Group System Ce-Antigenl; Alt. Splice 3; Rhviii,0,
4485,Rho GDP-dissociation Inhibitor 1,0,
1664,Rho7 gene extracted from Human BRCA1; Rho7 and vatI genes; and ipf35 gene; partial cds,0,
702,Rhodanese,0,
3308,Rhodopsin gene,0,
2544,RhoE,0,
4329,RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE M1 CHAIN,0,
1495,Ribose 5-phosphate isomerase (RPI) mRNA,0,
7071,RIBOSE-PHOSPHATE PYROPHOSPHOKINASE III,0,
1008,Ribosomal Protein L10,0,
4623,Ribosomal protein L11,0,
1000,Ribosomal Protein L18a Homolog,0,
2952,Ribosomal protein L21 mRNA,0,
941,Ribosomal Protein L26,0,
2796,Ribosomal protein L27a mRNA,0,
2797,Ribosomal protein L28 mRNA,0,
886,Ribosomal Protein L30,0,
878,Ribosomal Protein L30 Homolog,0,
911,Ribosomal Protein L37,0,
567,Ribosomal protein L39,0,
879,Ribosomal Protein L39 Homolog,0,
3557,Ribosomal protein L3-like mRNA,0,
995,Ribosomal Protein L5,0,
4952,Ribosomal protein L5 pseudogene mRNA,0,
2645,Ribosomal protein S1 homolog mRNA; partial cds,0,
2800,Ribosomal protein S10 mRNA,0,
1023,Ribosomal Protein S12,0,
1031,Ribosomal Protein S13,0,
811,Ribosomal Protein S20,0,
1929,Ribosomal protein S24,0,
905,Ribosomal Protein S4; X-Linked,0,
2233,Ribosomal protein S6 gene and flanking regions,0,
2087,RIBOSOMAL PROTEIN S6 KINASE,0,
5095,Ribosomal protein S7,0,
6604,Ribosomal RNA upstream binding transcription factor (UBTF) gene; partial cds,0,
4717,Ribosomal S6 kinase,0,
3629,RIEG Rieger syndrome (solurshin),0,
3044,RIG mRNA; complete sequence,0,
3371,RIG-G mRNA,0,
6619,RIN Ric (Drosophila)-like (expressed in neurons),0,
4956,RING protein,0,
6558,Ring zinc-finger protein (ZNF127-Xp) gene and 5' flanking sequence,0,
5058,RING1 Ring finger protein 1,0,
5634,RING3 PROTEIN,0.002753623,
6368,RING3 PROTEIN,0,
5633,RING3 PROTEIN,0,
5635,RING3 PROTEIN,0,
6618,Rit mRNA,0,
6935,Rit mRNA,0,
1486,RLBP1 Cellular retinaldehyde-binding protein,0,
1618,RLIP76 protein mRNA,0,
1436,RMSA1 Regulator of mitotic spindle assembly 1,0,
3627,RNA binding protein Etr-3 mRNA,0,
4603,RNA for CLCN3,0,
5457,RNA for type VI collagen alpha3 chain,0,
467,RNA helicase (HRH1),0,
4895,RNA helicase (Myc-regulated dead box protein),0,
1489,RNA polymerase II elongation factor SIII; p15 subunit mRNA,0,
3380,RNA polymerase II holoenzyme component SRB7 (SRB7) mRNA,0,
6680,RNA polymerase II largest subunit gene extracted from H.sapiens gene for RNA pol II largest subunit; exon 1,0,
3370,RNA polymerase II seventh subunit (rpb-7) gene,0,
